2019-06-20,(AM),Heavy Traffic:848,Other:286,Mechanical Problem:109,(PM),Heavy Traffic:227,Other:66,Mechanical Problem:46
2019-06-27,(AM),Heavy Traffic:6,Mechanical Problem-Other:1,(PM),Heavy Traffic-Other:1
2019-08-29,(AM),Heavy Traffic:236,Other:44,Mechanical Problem:39,(PM),Heavy Traffic:23,Mechanical Problem:6,Other:4
2019-09-05,(AM),Heavy Traffic:2869,Other:519,Mechanical Problem:345,(PM),Heavy Traffic:402,Mechanical Problem:190,Other:126
2019-09-12,(AM),Heavy Traffic:1999,Other:288,Mechanical Problem:238,(PM),Heavy Traffic:401,Mechanical Problem:103,Other:72
2019-09-19,(AM),Heavy Traffic:2376,Other:359,Problem Run:261,(PM),Heavy Traffic:641,Mechanical Problem:122,Other:91
2019-09-26,(AM),Heavy Traffic:1444,Other:195,Mechanical Problem:131,(PM),Heavy Traffic:331,Mechanical Problem:59,Other:55
2019-10-03,(AM),Heavy Traffic:1870,Other:299,Mechanical Problem:198,(PM),Heavy Traffic:535,Mechanical Problem:87,Other:72
2019-10-10,(AM),Heavy Traffic:1622,Other:297,Mechanical Problem:174,(PM),Heavy Traffic:475,Other:66,Mechanical Problem:60
2019-10-17,(AM),Heavy Traffic:2031,Other:355,Mechanical Problem:196,(PM),Heavy Traffic:773,Mechanical Problem:96,Other:58
2019-10-24,(AM),Heavy Traffic:2690,Other:428,Mechanical Problem:286,(PM),Heavy Traffic:729,Other:130,Late return from Field Trip:108
2019-10-31,(AM),Heavy Traffic:2461,Other:419,Mechanical Problem:255,(PM),Heavy Traffic:549,Other:169,Mechanical Problem:98
